fqn,name,package,file,line,kind,status,reason
ichiran/dict:split-1002970,split-1002970,ichiran/dict,dict-split.lisp,492,fn,pending,
ichiran/dict:split-1005600,split-1005600,ichiran/dict,dict-split.lisp,498,fn,pending,
ichiran/dict:split-1006280,split-1006280,ichiran/dict,dict-split.lisp,669,fn,pending,
ichiran/dict:split-1006880,split-1006880,ichiran/dict,dict-split.lisp,727,fn,pending,
ichiran/dict:split-1008030,split-1008030,ichiran/dict,dict-split.lisp,645,fn,pending,
ichiran/dict:split-1010105,split-1010105,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-1207840,split-1207840,ichiran/dict,dict-split.lisp,711,fn,pending,
ichiran/dict:split-1221530,split-1221530,ichiran/dict,dict-split.lisp,611,fn,pending,
ichiran/dict:split-1221680,split-1221680,ichiran/dict,dict-split.lisp,521,fn,pending,
ichiran/dict:split-1314600,split-1314600,ichiran/dict,dict-split.lisp,512,fn,pending,
ichiran/dict:split-1314770,split-1314770,ichiran/dict,dict-split.lisp,640,fn,pending,
ichiran/dict:split-1315860,split-1315860,ichiran/dict,dict-split.lisp,535,fn,pending,
ichiran/dict:split-1322540,split-1322540,ichiran/dict,dict-split.lisp,517,fn,pending,
ichiran/dict:split-1322560,split-1322560,ichiran/dict,dict-split.lisp,719,fn,pending,
ichiran/dict:split-1327220,split-1327220,ichiran/dict,dict-split.lisp,424,fn,pending,
ichiran/dict:split-1327230,split-1327230,ichiran/dict,dict-split.lisp,429,fn,pending,
ichiran/dict:split-1349300,split-1349300,ichiran/dict,dict-split.lisp,608,fn,pending,
ichiran/dict:split-1362970,split-1362970,ichiran/dict,dict-split.lisp,759,fn,pending,
ichiran/dict:split-1474200,split-1474200,ichiran/dict,dict-split.lisp,546,fn,pending,
ichiran/dict:split-1502500,split-1502500,ichiran/dict,dict-split.lisp,487,fn,pending,
ichiran/dict:split-1508380,split-1508380,ichiran/dict,dict-split.lisp,478,fn,pending,
ichiran/dict:split-1532270,split-1532270,ichiran/dict,dict-split.lisp,685,fn,pending,
ichiran/dict:split-1538340,split-1538340,ichiran/dict,dict-split.lisp,526,fn,pending,
ichiran/dict:split-1551500,split-1551500,ichiran/dict,dict-split.lisp,631,fn,pending,
ichiran/dict:split-1567610,split-1567610,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-1579130,split-1579130,ichiran/dict,dict-split.lisp,559,fn,pending,
ichiran/dict:split-1581550,split-1581550,ichiran/dict,dict-split.lisp,650,fn,pending,
ichiran/dict:split-1591050,split-1591050,ichiran/dict,dict-split.lisp,571,fn,pending,
ichiran/dict:split-1591980,split-1591980,ichiran/dict,dict-split.lisp,625,fn,pending,
ichiran/dict:split-1597740,split-1597740,ichiran/dict,dict-split.lisp,645,fn,pending,
ichiran/dict:split-1601010,split-1601010,ichiran/dict,dict-split.lisp,732,fn,pending,
ichiran/dict:split-1601080,split-1601080,ichiran/dict,dict-split.lisp,658,fn,pending,
ichiran/dict:split-1602740,split-1602740,ichiran/dict,dict-split.lisp,605,fn,pending,
ichiran/dict:split-1606530,split-1606530,ichiran/dict,dict-split.lisp,676,fn,pending,
ichiran/dict:split-1606800,split-1606800,ichiran/dict,dict-split.lisp,706,fn,pending,
ichiran/dict:split-1612640,split-1612640,ichiran/dict,dict-split.lisp,509,fn,pending,
ichiran/dict:split-1675330,split-1675330,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-1774820,split-1774820,ichiran/dict,dict-split.lisp,756,fn,pending,
ichiran/dict:split-1854750,split-1854750,ichiran/dict,dict-split.lisp,596,fn,pending,
ichiran/dict:split-1855670,split-1855670,ichiran/dict,dict-split.lisp,742,fn,pending,
ichiran/dict:split-1863230,split-1863230,ichiran/dict,dict-split.lisp,698,fn,pending,
ichiran/dict:split-1881690,split-1881690,ichiran/dict,dict-split.lisp,734,fn,pending,
ichiran/dict:split-1894260,split-1894260,ichiran/dict,dict-split.lisp,586,fn,pending,
ichiran/dict:split-2002270,split-2002270,ichiran/dict,dict-split.lisp,633,fn,pending,
ichiran/dict:split-2007500,split-2007500,ichiran/dict,dict-split.lisp,681,fn,pending,
ichiran/dict:split-2009290,split-2009290,ichiran/dict,dict-split.lisp,483,fn,pending,
ichiran/dict:split-2016840,split-2016840,ichiran/dict,dict-split.lisp,502,fn,pending,
ichiran/dict:split-2026650,split-2026650,ichiran/dict,dict-split.lisp,601,fn,pending,
ichiran/dict:split-2083990,split-2083990,ichiran/dict,dict-split.lisp,468,fn,pending,
ichiran/dict:split-2088480,split-2088480,ichiran/dict,dict-split.lisp,438,fn,pending,
ichiran/dict:split-2109610,split-2109610,ichiran/dict,dict-split.lisp,715,fn,pending,
ichiran/dict:split-2133750,split-2133750,ichiran/dict,dict-split.lisp,691,fn,pending,
ichiran/dict:split-2272780,split-2272780,ichiran/dict,dict-split.lisp,616,fn,pending,
ichiran/dict:split-2276360,split-2276360,ichiran/dict,dict-split.lisp,554,fn,pending,
ichiran/dict:split-2433760,split-2433760,ichiran/dict,dict-split.lisp,432,fn,pending,
ichiran/dict:split-2526850,split-2526850,ichiran/dict,dict-split.lisp,597,fn,pending,
ichiran/dict:split-2529050,split-2529050,ichiran/dict,dict-split.lisp,662,fn,pending,
ichiran/dict:split-2666360,split-2666360,ichiran/dict,dict-split.lisp,446,fn,pending,
ichiran/dict:split-2668400,split-2668400,ichiran/dict,dict-split.lisp,564,fn,pending,
ichiran/dict:split-2724560,split-2724560,ichiran/dict,dict-split.lisp,442,fn,pending,
ichiran/dict:split-2757500,split-2757500,ichiran/dict,dict-split.lisp,531,fn,pending,
ichiran/dict:split-2757540,split-2757540,ichiran/dict,dict-split.lisp,673,fn,pending,
ichiran/dict:split-2762260,split-2762260,ichiran/dict,dict-split.lisp,474,fn,pending,
ichiran/dict:split-2771940,split-2771940,ichiran/dict,dict-split.lisp,457,fn,pending,
ichiran/dict:split-2834051,split-2834051,ichiran/dict,dict-split.lisp,702,fn,pending,
ichiran/dict:split-2834732,split-2834732,ichiran/dict,dict-split.lisp,740,fn,pending,
ichiran/dict:split-2835890,split-2835890,ichiran/dict,dict-split.lisp,577,fn,pending,
ichiran/dict:split-2841254,split-2841254,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-2846470,split-2846470,ichiran/dict,dict-split.lisp,621,fn,pending,
ichiran/dict:split-2855921,split-2855921,ichiran/dict,dict-split.lisp,748,fn,pending,
ichiran/dict:split-dakara,split-dakara,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-de-1004800,split-de-1004800,ichiran/dict,dict-split.lisp,104,fn,pending,
ichiran/dict:split-de-1006840,split-de-1006840,ichiran/dict,dict-split.lisp,106,fn,pending,
ichiran/dict:split-de-1163700,split-de-1163700,ichiran/dict,dict-split.lisp,102,fn,pending,
ichiran/dict:split-de-1189420,split-de-1189420,ichiran/dict,dict-split.lisp,111,fn,pending,
ichiran/dict:split-de-1245390,split-de-1245390,ichiran/dict,dict-split.lisp,108,fn,pending,
ichiran/dict:split-de-1270210,split-de-1270210,ichiran/dict,dict-split.lisp,140,fn,pending,
ichiran/dict:split-de-1272220,split-de-1272220,ichiran/dict,dict-split.lisp,112,fn,pending,
ichiran/dict:split-de-1311360,split-de-1311360,ichiran/dict,dict-split.lisp,113,fn,pending,
ichiran/dict:split-de-1343110,split-de-1343110,ichiran/dict,dict-split.lisp,139,fn,pending,
ichiran/dict:split-de-1368500,split-de-1368500,ichiran/dict,dict-split.lisp,114,fn,pending,
ichiran/dict:split-de-1395670,split-de-1395670,ichiran/dict,dict-split.lisp,115,fn,pending,
ichiran/dict:split-de-1417790,split-de-1417790,ichiran/dict,dict-split.lisp,116,fn,pending,
ichiran/dict:split-de-1454270,split-de-1454270,ichiran/dict,dict-split.lisp,117,fn,pending,
ichiran/dict:split-de-1479100,split-de-1479100,ichiran/dict,dict-split.lisp,119,fn,pending,
ichiran/dict:split-de-1510140,split-de-1510140,ichiran/dict,dict-split.lisp,120,fn,pending,
ichiran/dict:split-de-1518550,split-de-1518550,ichiran/dict,dict-split.lisp,121,fn,pending,
ichiran/dict:split-de-1530610,split-de-1530610,ichiran/dict,dict-split.lisp,107,fn,pending,
ichiran/dict:split-de-1531420,split-de-1531420,ichiran/dict,dict-split.lisp,122,fn,pending,
ichiran/dict:split-de-1597400,split-de-1597400,ichiran/dict,dict-split.lisp,123,fn,pending,
ichiran/dict:split-de-1611020,split-de-1611020,ichiran/dict,dict-split.lisp,102,fn,pending,
ichiran/dict:split-de-1679990,split-de-1679990,ichiran/dict,dict-split.lisp,124,fn,pending,
ichiran/dict:split-de-1682060,split-de-1682060,ichiran/dict,dict-split.lisp,126,fn,pending,
ichiran/dict:split-de-1736650,split-de-1736650,ichiran/dict,dict-split.lisp,127,fn,pending,
ichiran/dict:split-de-1865020,split-de-1865020,ichiran/dict,dict-split.lisp,128,fn,pending,
ichiran/dict:split-de-1878880,split-de-1878880,ichiran/dict,dict-split.lisp,129,fn,pending,
ichiran/dict:split-de-2126220,split-de-2126220,ichiran/dict,dict-split.lisp,130,fn,pending,
ichiran/dict:split-de-2136520,split-de-2136520,ichiran/dict,dict-split.lisp,131,fn,pending,
ichiran/dict:split-de-2513590,split-de-2513590,ichiran/dict,dict-split.lisp,133,fn,pending,
ichiran/dict:split-de-2719270,split-de-2719270,ichiran/dict,dict-split.lisp,109,fn,pending,
ichiran/dict:split-de-2771850,split-de-2771850,ichiran/dict,dict-split.lisp,135,fn,pending,
ichiran/dict:split-de-2810720,split-de-2810720,ichiran/dict,dict-split.lisp,105,fn,pending,
ichiran/dict:split-de-2810800,split-de-2810800,ichiran/dict,dict-split.lisp,136,fn,pending,
ichiran/dict:split-degozaimasu,split-degozaimasu,ichiran/dict,dict-split.lisp,140,fn,pending,
ichiran/dict:split-deha,split-deha,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-desura,split-desura,ichiran/dict,dict-split.lisp,382,fn,pending,
ichiran/dict:split-do-2142680,split-do-2142680,ichiran/dict,dict-split.lisp,190,fn,pending,
ichiran/dict:split-do-2142710,split-do-2142710,ichiran/dict,dict-split.lisp,189,fn,pending,
ichiran/dict:split-do-2523480,split-do-2523480,ichiran/dict,dict-split.lisp,190,fn,pending,
ichiran/dict:split-do-2803190,split-do-2803190,ichiran/dict,dict-split.lisp,189,fn,pending,
ichiran/dict:split-dogatsukeru,split-dogatsukeru,ichiran/dict,dict-split.lisp,276,fn,pending,
ichiran/dict:split-dokoroka,split-dokoroka,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-gotoni,split-gotoni,ichiran/dict,dict-split.lisp,387,fn,pending,
ichiran/dict:split-hairikomeru,split-hairikomeru,ichiran/dict,dict-split.lisp,340,fn,pending,
ichiran/dict:split-hajiketobu,split-hajiketobu,ichiran/dict,dict-split.lisp,328,fn,pending,
ichiran/dict:split-hajikidasu,split-hajikidasu,ichiran/dict,dict-split.lisp,368,fn,pending,
ichiran/dict:split-hayaimonode,split-hayaimonode,ichiran/dict,dict-split.lisp,267,fn,pending,
ichiran/dict:split-hisshininatte,split-hisshininatte,ichiran/dict,dict-split.lisp,348,fn,pending,
ichiran/dict:split-hitorashii,split-hitorashii,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-hitotachi,split-hitotachi,ichiran/dict,dict-split.lisp,375,fn,pending,
ichiran/dict:split-honno,split-honno,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-jan,split-jan,ichiran/dict,dict-split.lisp,454,fn,pending,
ichiran/dict:split-janai,split-janai,ichiran/dict,dict-split.lisp,449,fn,pending,
ichiran/dict:split-janaika,split-janaika,ichiran/dict,dict-split.lisp,281,fn,pending,
ichiran/dict:split-kaasan,split-kaasan,ichiran/dict,dict-split.lisp,285,fn,pending,
ichiran/dict:split-kaisasae,split-kaisasae,ichiran/dict,dict-split.lisp,399,fn,pending,
ichiran/dict:split-kanatte,split-kanatte,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-katawonaraberu,split-katawonaraberu,ichiran/dict,dict-split.lisp,305,fn,pending,
ichiran/dict:split-kawaribae,split-kawaribae,ichiran/dict,dict-split.lisp,258,fn,pending,
ichiran/dict:split-kigatsuku,split-kigatsuku,ichiran/dict,dict-split.lisp,298,fn,pending,
ichiran/dict:split-kimatte,split-kimatte,ichiran/dict,dict-split.lisp,314,fn,pending,
ichiran/dict:split-kinosei,split-kinosei,ichiran/dict,dict-split.lisp,295,fn,pending,
ichiran/dict:split-kotonisuru,split-kotonisuru,ichiran/dict,dict-split.lisp,360,fn,pending,
ichiran/dict:split-motteiku,split-motteiku,ichiran/dict,dict-split.lisp,333,fn,pending,
ichiran/dict:split-moushiwakenasasou,split-moushiwakenasasou,ichiran/dict,dict-split.lisp,310,fn,pending,
ichiran/dict:split-naito,split-naito,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-nakunaru,split-nakunaru,ichiran/dict,dict-split.lisp,237,fn,pending,
ichiran/dict:split-nakunaru2,split-nakunaru2,ichiran/dict,dict-split.lisp,244,fn,pending,
ichiran/dict:split-nanimokamo,split-nanimokamo,ichiran/dict,dict-split.lisp,301,fn,pending,
ichiran/dict:split-nantokanaru,split-nantokanaru,ichiran/dict,dict-split.lisp,323,fn,pending,
ichiran/dict:split-nara,split-nara,ichiran/dict,dict-split.lisp,464,fn,pending,
ichiran/dict:split-nitotte,split-nitotte,ichiran/dict,dict-split.lisp,354,fn,pending,
ichiran/dict:split-omise,split-omise,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-osagari,split-osagari,ichiran/dict,dict-split.lisp,395,fn,pending,
ichiran/dict:split-osoreiru,split-osoreiru,ichiran/dict,dict-split.lisp,318,fn,pending,
ichiran/dict:split-pos,split-pos,ichiran/dict,dict.lisp,1535,fn,pending,
ichiran/dict:split-shi-1005700,split-shi-1005700,ichiran/dict,dict-split.lisp,209,fn,pending,
ichiran/dict:split-shi-1005830,split-shi-1005830,ichiran/dict,dict-split.lisp,210,fn,pending,
ichiran/dict:split-shi-1157200,split-shi-1157200,ichiran/dict,dict-split.lisp,211,fn,pending,
ichiran/dict:split-shi-1157220,split-shi-1157220,ichiran/dict,dict-split.lisp,212,fn,pending,
ichiran/dict:split-shi-1157230,split-shi-1157230,ichiran/dict,dict-split.lisp,213,fn,pending,
ichiran/dict:split-shi-1157240,split-shi-1157240,ichiran/dict,dict-split.lisp,232,fn,pending,
ichiran/dict:split-shi-1157280,split-shi-1157280,ichiran/dict,dict-split.lisp,214,fn,pending,
ichiran/dict:split-shi-1157310,split-shi-1157310,ichiran/dict,dict-split.lisp,215,fn,pending,
ichiran/dict:split-shi-1304820,split-shi-1304820,ichiran/dict,dict-split.lisp,234,fn,pending,
ichiran/dict:split-shi-1304890,split-shi-1304890,ichiran/dict,dict-split.lisp,216,fn,pending,
ichiran/dict:split-shi-1304960,split-shi-1304960,ichiran/dict,dict-split.lisp,218,fn,pending,
ichiran/dict:split-shi-1305110,split-shi-1305110,ichiran/dict,dict-split.lisp,219,fn,pending,
ichiran/dict:split-shi-1305280,split-shi-1305280,ichiran/dict,dict-split.lisp,221,fn,pending,
ichiran/dict:split-shi-1305290,split-shi-1305290,ichiran/dict,dict-split.lisp,223,fn,pending,
ichiran/dict:split-shi-1594300,split-shi-1594300,ichiran/dict,dict-split.lisp,223,fn,pending,
ichiran/dict:split-shi-1594310,split-shi-1594310,ichiran/dict,dict-split.lisp,225,fn,pending,
ichiran/dict:split-shi-1594460,split-shi-1594460,ichiran/dict,dict-split.lisp,227,fn,pending,
ichiran/dict:split-shi-1594580,split-shi-1594580,ichiran/dict,dict-split.lisp,228,fn,pending,
ichiran/dict:split-shi-2518250,split-shi-2518250,ichiran/dict,dict-split.lisp,231,fn,pending,
ichiran/dict:split-shi-2858937,split-shi-2858937,ichiran/dict,dict-split.lisp,235,fn,pending,
ichiran/dict:split-shinikakaru,split-shinikakaru,ichiran/dict,dict-split.lisp,345,fn,pending,
ichiran/dict:split-souda,split-souda,ichiran/dict,dict-split.lisp,290,fn,pending,
ichiran/dict:split-soudesu,split-soudesu,ichiran/dict,dict-split.lisp,292,fn,pending,
ichiran/dict:split-tegakakaru,split-tegakakaru,ichiran/dict,dict-split.lisp,249,fn,pending,
ichiran/dict:split-toha,split-toha,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-toiu,split-toiu,ichiran/dict,dict-split.lisp,404,fn,pending,
ichiran/dict:split-toiukotoda,split-toiukotoda,ichiran/dict,dict-split.lisp,407,fn,pending,
ichiran/dict:split-tokorode,split-tokorode,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-tokorodewa,split-tokorodewa,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-tokoroe,split-tokoroe,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-tokoroga,split-tokoroga,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-tokorowo,split-tokorowo,ichiran/dict,dict-split.lisp,771,fn,pending,
ichiran/dict:split-tonaru,split-tonaru,ichiran/dict,dict-split.lisp,419,fn,pending,
ichiran/dict:split-tonattara,split-tonattara,ichiran/dict,dict-split.lisp,415,fn,pending,
ichiran/dict:split-toori-1164910,split-toori-1164910,ichiran/dict,dict-split.lisp,174,fn,pending,
ichiran/dict:split-toori-1260990,split-toori-1260990,ichiran/dict,dict-split.lisp,155,fn,pending,
ichiran/dict:split-toori-1368820,split-toori-1368820,ichiran/dict,dict-split.lisp,171,fn,pending,
ichiran/dict:split-toori-1414570,split-toori-1414570,ichiran/dict,dict-split.lisp,157,fn,pending,
ichiran/dict:split-toori-1424950,split-toori-1424950,ichiran/dict,dict-split.lisp,159,fn,pending,
ichiran/dict:split-toori-1424960,split-toori-1424960,ichiran/dict,dict-split.lisp,161,fn,pending,
ichiran/dict:split-toori-1462720,split-toori-1462720,ichiran/dict,dict-split.lisp,179,fn,pending,
ichiran/dict:split-toori-1489800,split-toori-1489800,ichiran/dict,dict-split.lisp,167,fn,pending,
ichiran/dict:split-toori-1523010,split-toori-1523010,ichiran/dict,dict-split.lisp,169,fn,pending,
ichiran/dict:split-toori-1550490,split-toori-1550490,ichiran/dict,dict-split.lisp,172,fn,pending,
ichiran/dict:split-toori-1619440,split-toori-1619440,ichiran/dict,dict-split.lisp,173,fn,pending,
ichiran/dict:split-toori-1808080,split-toori-1808080,ichiran/dict,dict-split.lisp,171,fn,pending,
ichiran/dict:split-toori-1820790,split-toori-1820790,ichiran/dict,dict-split.lisp,165,fn,pending,
ichiran/dict:strip-hints,strip-hints,ichiran/dict,dict-split.lisp,874,fn,pending,
ichiran/dict:subseq-slice,subseq-slice,ichiran/dict,dict.lisp,1013,fn,pending,
ichiran/dict:substring-index,substring-index,ichiran/dict,dict.lisp,1132,fn,pending,
ichiran/dict:suffix-adv,suffix-adv,ichiran/dict,dict-grammar.lisp,472,fn,pending,
ichiran/dict:suffix-chau,suffix-chau,ichiran/dict,dict-grammar.lisp,427,fn,pending,
ichiran/dict:suffix-desho,suffix-desho,ichiran/dict,dict-grammar.lisp,541,fn,pending,
ichiran/dict:suffix-desu,suffix-desu,ichiran/dict,dict-grammar.lisp,525,fn,pending,
ichiran/dict:suffix-garu,suffix-garu,ichiran/dict,dict-grammar.lisp,504,fn,pending,
ichiran/dict:suffix-iadj,suffix-iadj,ichiran/dict,dict-grammar.lisp,500,fn,pending,
ichiran/dict:suffix-kudasai,suffix-kudasai,ichiran/dict,dict-grammar.lisp,412,fn,pending,
ichiran/dict:suffix-kurai,suffix-kurai,ichiran/dict,dict-grammar.lisp,552,fn,pending,
ichiran/dict:suffix-neg,suffix-neg,ichiran/dict,dict-grammar.lisp,392,fn,pending,
ichiran/dict:suffix-ra,suffix-ra,ichiran/dict,dict-grammar.lisp,516,fn,pending,
ichiran/dict:suffix-rashii,suffix-rashii,ichiran/dict,dict-grammar.lisp,520,fn,pending,
ichiran/dict:suffix-ren,suffix-ren,ichiran/dict,dict-grammar.lisp,384,fn,pending,
ichiran/dict:suffix-ren-,suffix-ren-,ichiran/dict,dict-grammar.lisp,387,fn,pending,
ichiran/dict:suffix-rou,suffix-rou,ichiran/dict,dict-grammar.lisp,470,fn,pending,
ichiran/dict:suffix-sa,suffix-sa,ichiran/dict,dict-grammar.lisp,490,fn,pending,
ichiran/dict:suffix-sou,suffix-sou,ichiran/dict,dict-grammar.lisp,454,fn,pending,
ichiran/dict:suffix-sou+,suffix-sou+,ichiran/dict,dict-grammar.lisp,468,fn,pending,
ichiran/dict:suffix-sou-base,suffix-sou-base,ichiran/dict,dict-grammar.lisp,445,macro,pending,
ichiran/dict:suffix-sugiru,suffix-sugiru,ichiran/dict,dict-grammar.lisp,475,fn,pending,
ichiran/dict:suffix-suru,suffix-suru,ichiran/dict,dict-grammar.lisp,441,fn,pending,
ichiran/dict:suffix-tai,suffix-tai,ichiran/dict,dict-grammar.lisp,379,fn,pending,
ichiran/dict:suffix-te,suffix-te,ichiran/dict,dict-grammar.lisp,401,fn,pending,
ichiran/dict:suffix-te+space,suffix-te+space,ichiran/dict,dict-grammar.lisp,410,fn,pending,
ichiran/dict:suffix-te-ren,suffix-te-ren,ichiran/dict,dict-grammar.lisp,414,fn,pending,
ichiran/dict:suffix-teii,suffix-teii,ichiran/dict,dict-grammar.lisp,423,fn,pending,
ichiran/dict:suffix-teiru,suffix-teiru,ichiran/dict,dict-grammar.lisp,405,fn,pending,
ichiran/dict:suffix-teiru+,suffix-teiru+,ichiran/dict,dict-grammar.lisp,408,fn,pending,
ichiran/dict:suffix-to,suffix-to,ichiran/dict,dict-grammar.lisp,436,fn,pending,
ichiran/dict:suffix-tosuru,suffix-tosuru,ichiran/dict,dict-grammar.lisp,549,fn,pending,
ichiran/dict:synergy,synergy,ichiran/dict,dict-grammar.lisp,713,struct,pending,
ichiran/dict:synergy-connector,synergy-connector,ichiran/dict,dict-grammar.lisp,727,fn,pending,
ichiran/dict:synergy-description,synergy-description,ichiran/dict,dict-grammar.lisp,727,fn,pending,
ichiran/dict:synergy-end,synergy-end,ichiran/dict,dict-grammar.lisp,727,fn,pending,
ichiran/dict:synergy-kanji-prefix,synergy-kanji-prefix,ichiran/dict,dict-grammar.lisp,940,fn,pending,
ichiran/dict:synergy-na-adjectives,synergy-na-adjectives,ichiran/dict,dict-grammar.lisp,892,fn,pending,
ichiran/dict:synergy-no-adjectives,synergy-no-adjectives,ichiran/dict,dict-grammar.lisp,884,fn,pending,
ichiran/dict:synergy-no-da,synergy-no-da,ichiran/dict,dict-grammar.lisp,871,fn,pending,
ichiran/dict:synergy-no-toori,synergy-no-toori,ichiran/dict,dict-grammar.lisp,970,fn,pending,
ichiran/dict:synergy-noun-da,synergy-noun-da,ichiran/dict,dict-grammar.lisp,859,fn,pending,
ichiran/dict:synergy-noun-particle,synergy-noun-particle,ichiran/dict,dict-grammar.lisp,850,fn,pending,
ichiran/dict:synergy-o-prefix,synergy-o-prefix,ichiran/dict,dict-grammar.lisp,935,fn,pending,
ichiran/dict:synergy-oki,synergy-oki,ichiran/dict,dict-grammar.lisp,973,fn,pending,
ichiran/dict:synergy-p,synergy-p,ichiran/dict,dict-grammar.lisp,727,fn,pending,
ichiran/dict:synergy-score,synergy-score,ichiran/dict,dict-grammar.lisp,727,fn,pending,
ichiran/dict:synergy-shicha-ikenai,synergy-shicha-ikenai,ichiran/dict,dict-grammar.lisp,951,fn,pending,
ichiran/dict:synergy-shika-negative,synergy-shika-negative,ichiran/dict,dict-grammar.lisp,959,fn,pending,
ichiran/dict:synergy-sou-nanda,synergy-sou-nanda,ichiran/dict,dict-grammar.lisp,878,fn,pending,
ichiran/dict:synergy-start,synergy-start,ichiran/dict,dict-grammar.lisp,727,fn,pending,
ichiran/dict:synergy-suffix-buri,synergy-suffix-buri,ichiran/dict,dict-grammar.lisp,925,fn,pending,
ichiran/dict:synergy-suffix-chu,synergy-suffix-chu,ichiran/dict,dict-grammar.lisp,914,fn,pending,
ichiran/dict:synergy-suffix-sei,synergy-suffix-sei,ichiran/dict,dict-grammar.lisp,929,fn,pending,
ichiran/dict:synergy-suffix-tachi,synergy-suffix-tachi,ichiran/dict,dict-grammar.lisp,921,fn,pending,
ichiran/dict:synergy-to-adverbs,synergy-to-adverbs,ichiran/dict,dict-grammar.lisp,902,fn,pending,
ichiran/dict:tai-payload,tai-payload,ichiran/dict,dict.lisp,1138,fn,pending,
ichiran/dict:tai-score,tai-score,ichiran/dict,dict.lisp,1138,fn,pending,
ichiran/dict:te-check,te-check,ichiran/dict,dict-grammar.lisp,395,fn,pending,
ichiran/dict:teiru-check,teiru-check,ichiran/dict,dict-grammar.lisp,404,fn,pending,
ichiran/dict:test-conj-prop,test-conj-prop,ichiran/dict,dict-errata.lisp,1336,fn,pending,
ichiran/dict:top-array,top-array,ichiran/dict,dict.lisp,1140,class,pending,
ichiran/dict:top-array-item,top-array-item,ichiran/dict,dict.lisp,1138,struct,pending,
ichiran/dict:top-array-item-p,top-array-item-p,ichiran/dict,dict.lisp,1138,fn,pending,
ichiran/dict:translate-hint-position,translate-hint-position,ichiran/dict,dict-split.lisp,930,fn,pending,
ichiran/dict:translate-hints,translate-hints,ichiran/dict,dict-split.lisp,942,fn,pending,
ichiran/dict:true-kana,true-kana,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:true-kanji,true-kanji,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:true-text,true-text,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:value-string,value-string,ichiran/dict,dict-counters.lisp,0,gf,pending,
ichiran/dict:verify,verify,ichiran/dict,dict-counters.lisp,0,gf,pending,
ichiran/dict:word-conj-data,word-conj-data,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/dict:word-info,word-info,ichiran/dict,dict.lisp,1245,class,pending,
ichiran/dict:word-info-from-segment,word-info-from-segment,ichiran/dict,dict.lisp,1327,fn,pending,
ichiran/dict:word-info-from-segment-list,word-info-from-segment-list,ichiran/dict,dict.lisp,1353,fn,pending,
ichiran/dict:word-info-from-text,word-info-from-text,ichiran/dict,dict.lisp,1382,fn,pending,
ichiran/dict:word-info-gloss-json,word-info-gloss-json,ichiran/dict,dict.lisp,1784,fn,pending,
ichiran/dict:word-info-json,word-info-json,ichiran/dict,dict.lisp,1262,fn,pending,
ichiran/dict:word-info-reading,word-info-reading,ichiran/dict,dict.lisp,1445,fn,pending,
ichiran/dict:word-info-reading-str,word-info-reading-str,ichiran/dict,dict.lisp,1734,fn,pending,
ichiran/dict:word-info-rec-find,word-info-rec-find,ichiran/dict,dict.lisp,1409,fn,pending,
ichiran/dict:word-info-str,word-info-str,ichiran/dict,dict.lisp,1747,fn,pending,
ichiran/dict:word-readings,word-readings,ichiran/dict,dict.lisp,536,fn,pending,
ichiran/dict:word-type,word-type,ichiran/dict,dict.lisp,0,gf,pending,
ichiran/kanji:*kanjidic-path*,*kanjidic-path*,ichiran/kanji,settings.lisp,16,global,pending,
ichiran/kanji:*reading-cache*,*reading-cache*,ichiran/kanji,kanji.lisp,199,global,pending,
ichiran/kanji:calculate-perc,calculate-perc,ichiran/kanji,kanji.lisp,349,fn,pending,
ichiran/kanji:first-node-text,first-node-text,ichiran/kanji,kanji.lisp,106,fn,pending,
ichiran/kanji:get-normal-readings,get-normal-readings,ichiran/kanji,kanji.lisp,231,fn,pending,
ichiran/kanji:get-original-reading,get-original-reading,ichiran/kanji,kanji.lisp,308,fn,pending,
ichiran/kanji:get-reading-alternatives,get-reading-alternatives,ichiran/kanji,kanji.lisp,216,fn,pending,
